countryCode,year,gdp
ARB,2000,726387152357.065
ARB,2001,712992304445.908
ARB,2002,723333359523.228
ARB,2003,814878976970.564
ARB,2004,959760322901.021
ARB,2005,1176005290522.1
ARB,2006,1399450287556.99
ARB,2007,1635002632321.48
ARB,2008,2077337968082.01
ARB,2009,1787533092073.86
ARB,2010,2106349259575.73
ARB,2011,2560116068189.64
ARB,2012,2758657527907.64
ARE,1975,14720672892.0843
ARE,1976,19213022856.0617
ARE,1977,24871774865.6257
ARE,1978,23775831263.3068
ARE,1979,31225462774.4732
ARE,1980,43598747466.6017
ARE,1981,49333424083.8485
ARE,1982,46622718556.8369
ARE,1983,42803323300.6587
ARE,1984,41807954192.4585
ARE,1985,40603650189.3515
ARE,1986,33943612059.5247
ARE,1987,36384908706.4022
ARE,1988,36275674165.5187
ARE,1989,41464995870.8318
ARE,1990,50701443695.6113
ARE,1991,51552165568.876
ARE,1992,54239171831.4067
ARE,1993,55625170195.5344
ARE,1994,59305093918.2154
ARE,1995,65743666507.5477
ARE,1996,73571233919.7352
ARE,1997,78839008362.6404
ARE,1998,75674338444.807
ARE,1999,84445475523.1266
ARE,2000,104337375342.526
ARE,2001,103311643522.892
ARE,2002,109816204634.494
ARE,2003,124346361618.639
ARE,2004,147824374542.517
ARE,2005,180617023539.137
ARE,2006,222105928740.596
ARE,2007,257916140791.417
ARE,2008,315474644818.136
ARE,2009,254803438183.783
ARE,2010,287421818965.758
ARE,2011,348594945287.696
ARE,2012,383799194080.908
ARG,1962,24450604877.6081
ARG,1963,18272123664.4715
ARG,1964,25605249381.7597
ARG,1965,28344705967.5816
ARG,1966,28630474726.3365
ARG,1967,24256667554.62
ARG,1968,26436857248.0056
ARG,1969,31256284544.7361
ARG,1970,31584210364.5523
ARG,1971,33293199094.6727
ARG,1972,34733000536.4685
ARG,1973,52544000117.2532
ARG,1974,72436777341.9953
ARG,1975,52438647921.8723
ARG,1976,51169499890.7757
ARG,1977,56781000100.9442
ARG,1978,58082870156.265
ARG,1979,69252328953.3803
ARG,1980,76961923741.9469
ARG,1981,78676842366.4213
ARG,1982,84307486836.724
ARG,1983,103979106777.911
ARG,1984,79092001998.032
ARG,1985,88416668900.2596
ARG,1986,110934442762.694
ARG,1987,111106191358.197
ARG,1988,126206817196.091
ARG,1989,76636898036.4712
ARG,1990,141352368714.691
ARG,1991,189719989668.103
ARG,1992,228779382768.151
ARG,1993,236753563469.871
ARG,1994,257440000000
ARG,1995,258031750000
ARG,1996,272149750000
ARG,1997,292859000000
ARG,1998,298948250000
ARG,1999,283523000000
ARG,2000,284203750000
ARG,2001,268696750000
ARG,2002,102040286874.385
ARG,2003,129597154256.313
ARG,2004,153129509710.176
ARG,2005,183193418481.532
ARG,2006,214066154250.003
ARG,2007,260768703249.434
ARG,2008,326582808527.135
ARG,2009,307155148184.324
ARG,2010,368736062143.669
ARG,2011,446044143596.268
ARG,2012,475501675472.598
ARM,1990,2256838858.42714
ARM,1991,2068526521.90299
ARM,1992,1272577521.7683
ARM,1993,1201313196.45626
ARM,1994,1315158670.47971
ARM,1995,1468317350.02343
ARM,1996,1596968913.19202
ARM,1997,1639492424.38103
ARM,1998,1893726437.35976
ARM,1999,1845482181.48539
ARM,2000,1911563665.39006
ARM,2001,2118467913.37873
ARM,2002,2376335048.39976
ARM,2003,2807061008.69084
ARM,2004,3576615240.41616
ARM,2005,4900436758.50466
ARM,2006,6384457744.44765
ARM,2007,9206277478.95229
ARM,2008,11662017844.8868
ARM,2009,8648015304.9989
ARM,2010,9260297329.12273
ARM,2011,10142408118.3387
ARM,2012,9950522732.78837
ATG,1977,66144443.2762914
ATG,1978,74855554.2335588
ATG,1979,92240739.1117105
ATG,1980,110066664.722819
ATG,1981,124462954.838942
ATG,1982,137951855.34146
ATG,1983,153270373.589444
ATG,1984,173511108.046794
ATG,1985,201862965.32386
ATG,1986,245896291.953611
ATG,1987,286474069.01476
ATG,1988,338696290.314704
ATG,1989,373403703.035082
ATG,1990,391570363.454988
ATG,1991,410388899.418937
ATG,1992,423762955.479039
ATG,1993,456537023.048377
ATG,1994,500088880.057001
ATG,1995,494185188.309412
ATG,1996,541074082.296139
ATG,1997,579851829.759447
ATG,1998,620037014.234937
ATG,1999,651851840.339733
ATG,2000,787693391.348092
ATG,2001,778311556.513781
ATG,2002,806505874.275111
ATG,2003,849234753.890862
ATG,2004,905113766.533633
ATG,2005,1001970945.08233
ATG,2006,1141418339.6196
ATG,2007,1295824296.3001
ATG,2008,1354616665.25926
ATG,2009,1259082071.48148
ATG,2010,1161528615.92593
ATG,2011,1094862187.77778
ATG,2012,1134159259.25926
AUS,1960,18609026766.7152
AUS,1961,19689774890.8052
AUS,1962,19923843655.5045
AUS,1963,21542165976.0332
AUS,1964,23803337439.8029
AUS,1965,25978273042.8939
AUS,1966,27305409340.3517
AUS,1967,30440138873.3341
AUS,1968,32709149960.8019
AUS,1969,36681599283.2344
AUS,1970,41330496136.1855
AUS,1971,45212229812.969
AUS,1972,52035046728.972
AUS,1973,63818065342.729
AUS,1974,88959469417.8335
AUS,1975,97278437798.7164
AUS,1976,105025841421.908
AUS,1977,110320027529.25
AUS,1978,118458154748.477
AUS,1979,134858570941.724
AUS,1980,149957660167.131
AUS,1981,176884941367.7
AUS,1982,194047224980.691
AUS,1983,177255966307.908
AUS,1984,193593551892.773
AUS,1985,180551507248.6
AUS,1986,182504896474.538
AUS,1987,189718766543.145
AUS,1988,236924476135.041
AUS,1989,300881035746.275
AUS,1990,311393612928.049
AUS,1991,325581979436.465
AUS,1992,325389525494.117
AUS,1993,311965289488.477
AUS,1994,322830854375.649
AUS,1995,368222453222.453
AUS,1996,401579666160.85
AUS,1997,435828768195.336
AUS,1998,399523163535.237
AUS,1999,388867652588.044
AUS,2000,415208189411.543
AUS,2001,378642266824.085
AUS,2002,394442235244.872
AUS,2003,466663366336.634
AUS,2004,613161189358.372
AUS,2005,693662607126.748
AUS,2006,747463312368.973
AUS,2007,853854910889.534
AUS,2008,1055506156996.89
AUS,2009,926710311519.414
AUS,2010,1141793593834.25
AUS,2011,1386889147177.31
AUS,2012,1532407884934.19
AUT,1960,6592693841.18495
AUT,1961,7311749633.36229
AUT,1962,7756110210.11966
AUT,1963,8374175257.73075
AUT,1964,9169983885.71185
AUT,1965,9994070615.85997
AUT,1966,10887682273.1014
AUT,1967,11579431668.9165
AUT,1968,12440625312.8685
AUT,1969,13582798556.2404
AUT,1970,15215058932.2498
AUT,1971,17675002527.9448
AUT,1972,21832965361.7973
AUT,1973,29212217262.2161
AUT,1974,34827754651.953
AUT,1975,39647626536.7906
AUT,1976,42518592467.5922
AUT,1977,51016162684.2061
AUT,1978,61414715246.8492
AUT,1979,73177642820.3809
AUT,1980,81215814720.2723
AUT,1981,70304401244.168
AUT,1982,70542983786.3999
AUT,1983,71380023747.5103
AUT,1984,67286843408.2938
AUT,1985,68673874035.6478
AUT,1986,98018638125.2817
AUT,1987,122892699172.834
AUT,1988,131969428284.855
AUT,1989,131738237129.485
AUT,1990,164753092097.301
AUT,1991,172008564525.633
AUT,1992,193073835462.059
AUT,1993,188423702827.399
AUT,1994,201444060956.511
AUT,1995,238561783813.293
AUT,1996,234676456979.465
AUT,1997,207826098771
AUT,1998,213329585371.276
AUT,1999,212301777114.852
AUT,2000,192070749953.934
AUT,2001,191678678299.776
AUT,2002,207537336721.25
AUT,2003,253945776523.702
AUT,2004,291430382497.377
AUT,2005,304983601949.958
AUT,2006,324954402044.306
AUT,2007,375041784029.848
AUT,2008,414171069689.091
AUT,2009,383733743330.143
AUT,2010,375217439473.684
AUT,2011,415611711111.111
AUT,2012,394707863203.908
AZE,1990,8858006035.91566
AZE,1991,8792365810.5094
AZE,1992,4991350457.5425
AZE,1993,3973027396.65195
AZE,1994,3313739673.54738
AZE,1995,3052467522.36104
AZE,1996,3176749593.11788
AZE,1997,3962710163.11167
AZE,1998,4446396217.63265
AZE,1999,4581222442.45783
AZE,2000,5272617196.04517
AZE,2001,5707618246.56848
AZE,2002,6236024951.20423
AZE,2003,7275766111.24309
AZE,2004,8680511918.49357
AZE,2005,13245421880.834
AZE,2006,20982270733.2484
AZE,2007,33049380917.6985
AZE,2008,48852482960.0779
AZE,2009,44291490420.5026
AZE,2010,52905998878.7143
AZE,2011,65952763948.839
AZE,2012,66604589419.4634
BDI,1960,195999989.76
BDI,1961,202999992.32
BDI,1962,213500006.4
BDI,1963,232749998.08
BDI,1964,260750008.32
BDI,1965,158994962.962963
BDI,1966,165444571.428571
BDI,1967,178297142.857143
BDI,1968,183200000
BDI,1969,190205714.285714
BDI,1970,242732571.428571
BDI,1971,252842285.714286
BDI,1972,246804571.428571
BDI,1973,304339839.552146
BDI,1974,345263492.063492
BDI,1975,420986666.666667
BDI,1976,448412753.623188
BDI,1977,547535555.555556
BDI,1978,610225555.555556
BDI,1979,782496666.666667
BDI,1980,919726666.666667
BDI,1981,969046666.666667
BDI,1982,1013222222.22222
BDI,1983,1082926304.46477
BDI,1984,987143931.166987
BDI,1985,1149979285.77347
BDI,1986,1201725497.06578
BDI,1987,1131466494.01101
BDI,1988,1082403219.48787
BDI,1989,1113924130.41149
BDI,1990,1132101252.51817
BDI,1991,1167398478.3459
BDI,1992,1083037670.62404
BDI,1993,938632612.059308
BDI,1994,925030590.280334
BDI,1995,1000428393.94934
BDI,1996,869033856.317093
BDI,1997,972896267.915425
BDI,1998,893770806.077641
BDI,1999,808077223.365746
BDI,2000,870486065.858218
BDI,2001,876794723.02267
BDI,2002,825394484.361648
BDI,2003,784654423.603171
BDI,2004,915257323.428255
BDI,2005,1117254387.10035
BDI,2006,1273180655.19805
BDI,2007,1356078300.12373
BDI,2008,1611634286.34081
BDI,2009,1739781535.88738
BDI,2010,2026864414.46871
BDI,2011,2355652063.58605
BDI,2012,2472384864.13151
BEL,1960,11658722590.99
BEL,1961,12400145221.595
BEL,1962,13264015675.3193
BEL,1963,14260017387.0492
BEL,1964,15960106680.6732
BEL,1965,17371457607.9374
BEL,1966,18651883472.4808
BEL,1967,19992040788.4593
BEL,1968,21376353113.475
BEL,1969,23710735894.7022
BEL,1970,26381124884.4774
BEL,1971,29458668479.0753
BEL,1972,36756500047.1024
BEL,1973,47162657848.0043
BEL,1974,55351036496.7304
BEL,1975,64878745420.8373
BEL,1976,70248275973.4583
BEL,1977,81831567541.019
BEL,1978,100014140030.687
BEL,1979,114899650370.494
BEL,1980,125285531605.179
BEL,1981,103455231205.28
BEL,1982,90974923323.0028
BEL,1983,86123021067.9503
BEL,1984,82334988808.1695
BEL,1985,85218196227.3775
BEL,1986,118557903304.621
BEL,1987,147575956006.656
BEL,1988,160323578328.225
BEL,1989,162222137362.518
BEL,1990,202832423615.222
BEL,1991,207948632758.216
BEL,1992,231923859989.706
BEL,1993,221986453439.378
BEL,1994,241903369306.507
BEL,1995,284519704433.498
BEL,1996,275796742671.01
BEL,1997,249766576454.668
BEL,1998,255599022004.89
BEL,1999,254503515874.707
BEL,2000,232672747374.24
BEL,2001,232485906040.268
BEL,2002,252795031055.901
BEL,2003,311689616252.822
BEL,2004,361683211959.795
BEL,2005,377350395463.364
BEL,2006,399965627160.063
BEL,2007,459618853659.405
BEL,2008,507379060314.205
BEL,2009,473254584680.271
BEL,2010,468078947368.421
BEL,2011,512859722222.222
BEL,2012,483261763949.601
BEN,1960,226195578.246455
BEN,1961,235668220.77437
BEN,1962,236434954.308407
BEN,1963,253927697.409774
BEN,1964,269819005.921698
BEN,1965,289908680.311257
BEN,1966,302925235.583459
BEN,1967,306221953.283423
BEN,1968,326323105.762862
BEN,1969,330748244.046535
BEN,1970,333627713.317319
BEN,1971,335073028.025766
BEN,1972,410331856.333196
BEN,1973,504376073.939638
BEN,1974,554654861.454051
BEN,1975,676870139.207855
BEN,1976,698408261.007754
BEN,1977,750049780.082509
BEN,1978,928843468.48644
BEN,1979,1186231018.52654
BEN,1980,1405251843.93367
BEN,1981,1291120190.56764
BEN,1982,1267778671.41078
BEN,1983,1095348199.41031
BEN,1984,1051134009.37298
BEN,1985,1045712789.84681
BEN,1986,1336102027.03112
BEN,1987,1562412225.68031
BEN,1988,1620246084.88477
BEN,1989,1502294413.88616
BEN,1990,1959965330.51096
BEN,1991,1986437797.72499
BEN,1992,1695315185.83344
BEN,1993,2274558078.83804
BEN,1994,1598075944.82911
BEN,1995,2169627138.29988
BEN,1996,2361116448.13852
BEN,1997,2268301645.02353
BEN,1998,2455092688.11402
BEN,1999,2488892429.47577
BEN,2000,2359122302.67027
BEN,2001,2499269391.11713
BEN,2002,2807657386.40991
BEN,2003,3557229701.87707
BEN,2004,4050869967.79893
BEN,2005,4358015992.89839
BEN,2006,4705087452.19196
BEN,2007,5506275948.35799
BEN,2008,6633561835.2379
BEN,2009,6585134688.09549
BEN,2010,6558416322.12
BEN,2011,7294900430.89438
BEN,2012,7557286829.00186
BFA,1960,330442815.349582
BFA,1961,350247234.99743
BFA,1962,379567099.620738
BFA,1963,394040667.595114
BFA,1964,410321645.028445
BFA,1965,422916789.34088
BFA,1966,433889767.085803
BFA,1967,450753923.930489
BFA,1968,460442689.71532
BFA,1969,478298644.747585
BFA,1970,458404268.558262
BFA,1971,482411179.628881
BFA,1972,578595521.118458
BFA,1973,674773569.554893
BFA,1974,751133431.612732
BFA,1975,939972701.817126
BFA,1976,976547187.063795
BFA,1977,1131224879.98896
BFA,1978,1475583643.33537
BFA,1979,1748480618.19811
BFA,1980,1928719884.32648
BFA,1981,1775842336.50916
BFA,1982,1754450097.81998
BFA,1983,1600278605.2562
BFA,1984,1459880132.91342
BFA,1985,1552493197.36986
BFA,1986,2036303360.21989
BFA,1987,2369834946.42015
BFA,1988,2616040480.59295
BFA,1989,2615587730.03535
BFA,1990,3101300779.23055
BFA,1991,3135045586.3077
BFA,1992,2240264677.01086
BFA,1993,2332018010.60489
BFA,1994,1895290638.2992
BFA,1995,2379517975.81514
BFA,1996,2586550594.09477
BFA,1997,2447669100.4972
BFA,1998,2804902369.27178
BFA,1999,3014665572.20835
BFA,2000,2610959139.40963
BFA,2001,2812845486.44196
BFA,2002,3205592273.18693
BFA,2003,4205691121.78985
BFA,2004,4838551014.48553
BFA,2005,5462709054.77989
BFA,2006,5844669738.11104
BFA,2007,6755823932.79857
BFA,2008,8350710389.31231
BFA,2009,8348156389.07694
BFA,2010,9209288383.08711
BFA,2011,10395757480.2301
BFA,2012,10726304840.633
BGD,1960,4274893910.13098
BGD,1961,4817580181.8999
BGD,1962,5081413344.74945
BGD,1963,5319458348.62372
BGD,1964,5386054612.64409
BGD,1965,5906636553.5409
BGD,1966,6439687605.76616
BGD,1967,7253575403.21538
BGD,1968,7483685482.82769
BGD,1969,8471006091.86674
BGD,1970,8992721806.56287
BGD,1971,8751842837.09068
BGD,1972,6288245865.8286
BGD,1973,8086725735.63934
BGD,1974,12512460518.1979
BGD,1975,19448348067.8251
BGD,1976,10117113334.0775
BGD,1977,9651149302.33962
BGD,1978,13281767144.6866
BGD,1979,15565480319.1349
BGD,1980,18138049095.6072
BGD,1981,19714565483.4761
BGD,1982,18050898203.5928
BGD,1983,17184680134.6801
BGD,1984,19591480000
BGD,1985,21613230769.2308
BGD,1986,21089700000
BGD,1987,23474548387.0968
BGD,1988,25638749373.0508
BGD,1989,27744487300.1473
BGD,1990,30495081541.7285
BGD,1991,30957445429.0092
BGD,1992,31293826879.8937
BGD,1993,32063807158.3373
BGD,1994,33853081792.2018
BGD,1995,37939752959.8665
BGD,1996,40666015641.0564
BGD,1997,42318799293.8429
BGD,1998,44091754148.1822
BGD,1999,45694072379.3677
BGD,2000,47124925462.1348
BGD,2001,46987842846.553
BGD,2002,47571130071.3913
BGD,2003,51913661485.3195
BGD,2004,56560744012.2303
BGD,2005,60277560975.6098
BGD,2006,61901116736.1525
BGD,2007,68415421372.7194
BGD,2008,79554350677.7438
BGD,2009,89359767441.8605
BGD,2010,100357022443.833
BGD,2011,111879121730.817
BGD,2012,116355057337.05
BGR,1980,20039628407.8472
BGR,1981,20056237268.7119
BGR,1982,19804095242.9809
BGR,1983,16959385327.1028
BGR,1984,17411160327.8573
BGR,1985,17562123539.8268
BGR,1986,20261212353.5477
BGR,1987,28429026655.9697
BGR,1988,23002459531.8911
BGR,1989,21746813404.0299
BGR,1990,20726300434.7032
BGR,1991,10943548723.7608
BGR,1992,10371900499.4574
BGR,1993,10831999516.8061
BGR,1994,9704877673.48824
BGR,1995,13069094969.2947
BGR,1996,8890316777.69345
BGR,1997,10053469055.2778
BGR,1998,13060786998.114
BGR,1999,13228374466.2635
BGR,2000,12903546765.0859
BGR,2001,13868600709.9324
BGR,2002,15979194511.3144
BGR,2003,20668176833.8431
BGR,2004,25283228366.4529
BGR,2005,28895083539.8005
BGR,2006,33209188738.5365
BGR,2007,42113656147.2255
BGR,2008,51824892678.1841
BGR,2009,48568714011.5163
BGR,2010,47727325908.633
BGR,2011,53544649409.8962
BGR,2012,50972109856.598
BHR,1980,3072698345.80565
BHR,1981,3467819352.78404
BHR,1982,3645744805.68489
BHR,1983,3735106510.87238
BHR,1984,3905585155.0076
BHR,1985,3651861912.27732
BHR,1986,3052393636.4318
BHR,1987,3392021222.52906
BHR,1988,3702393658.68843
BHR,1989,3863564047.18578
BHR,1990,4229787378.87456
BHR,1991,4616223477.21288
BHR,1992,4751063992.46825
BHR,1993,5200266050.40256
BHR,1994,5567553552.34054
BHR,1995,5849468115.18505
BHR,1996,6101861655.74214
BHR,1997,6349202600.38155
BHR,1998,6183941092.316
BHR,1999,6621186419.4161
BHR,2000,9063147900.87911
BHR,2001,8976446419.94569
BHR,2002,9632411109.08315
BHR,2003,11075116593.9503
BHR,2004,13150516509.0487
BHR,2005,15969151305.8362
BHR,2006,18505250857.3476
BHR,2007,21730590263.3604
BHR,2008,25711147928.7207
BHR,2009,22938464723.0005
BHR,2010,25713547868.8354
BHR,2011,29044378668.4603
BHR,2012,30362317939.1722
BHS,1960,169802257.755072
BHS,1961,190096176.551435
BHS,1962,212252822.19384
BHS,1963,237742768.508112
BHS,1964,266664053.749305
BHS,1965,300392162.479928
BHS,1966,340000006.35783
BHS,1967,390196085.727844
BHS,1968,444901969.103758
BHS,1969,528137296.150413
BHS,1970,538423199.465042
BHS,1971,573400000
BHS,1972,590899968
BHS,1973,670899968
BHS,1974,632400000
BHS,1975,596200000
BHS,1976,642099968
BHS,1977,713000000
BHS,1978,832400000
BHS,1979,1139800064
BHS,1980,1335299968
BHS,1981,1426499968
BHS,1982,1578300032
BHS,1983,1732800000
BHS,1984,2041100032
BHS,1985,2320699904
BHS,1986,2472499968
BHS,1987,2713999872
BHS,1988,2817900032
BHS,1989,3062000000
BHS,1990,3166000000
BHS,1991,3111160000
BHS,1992,3109000000
BHS,1993,3092000000
BHS,1994,3259000000
BHS,1995,3429000000
BHS,1996,3609000000
BHS,1997,4961119000
BHS,1998,5353524000
BHS,1999,6019972000
BHS,2000,6327552000
BHS,2001,6516651000
BHS,2002,6957996000
BHS,2003,6949317000
BHS,2004,7094413000
BHS,2005,7706222000
BHS,2006,7965588000
BHS,2007,8318996000
BHS,2008,8246650000
BHS,2009,7820420000
BHS,2010,7888087000
BHS,2011,7872584000
BHS,2012,8149004000
BIH,1994,1255802465.43943
BIH,1995,1866572992.65202
BIH,1996,2786045391.91109
BIH,1997,3671816537.75935
BIH,1998,4116699576.17583
BIH,1999,4685729742.91939
BIH,2000,5505984455.95855
BIH,2001,5748990554.79945
BIH,2002,6651226179.01829
BIH,2003,8370020196.19158
BIH,2004,10022840634.9206
BIH,2005,10948051122.2738
BIH,2006,12400102623.3083
BIH,2007,15280615815.2554
BIH,2008,18543289394.8472
BIH,2009,17082889409.7592
BIH,2010,16775469777.6516
BIH,2011,18252421794.7156
BIH,2012,17465958605.6645
BLR,1990,17369598958.1159
BLR,1991,17813389815.004
BLR,1992,17022180272.211
BLR,1993,16280372553.0518
BLR,1994,14931599418.4226
BLR,1995,13972637603.2102
BLR,1996,14756861538.4615
BLR,1997,14128412417.193
BLR,1998,15222014828.3039
BLR,1999,12138485328.6267
BLR,2000,12736856485.1068
BLR,2001,12354820143.8849
BLR,2002,14594925392.9691
BLR,2003,17825436034.5366
BLR,2004,23141587717.7633
BLR,2005,30210091836.8294
BLR,2006,36961918858.7385
BLR,2007,45275711995.825
BLR,2008,60763483146.0674
BLR,2009,49271267252.1957
BLR,2010,55220932613.958
BLR,2011,64271575245.4325
BLR,2012,63267017440.3121
BLZ,1960,28072504.9840856
BLZ,1961,29965035.3920036
BLZ,1962,31857562.9999186
BLZ,1963,33750090.6078336
BLZ,1964,36194610.8013962
BLZ,1965,40069931.5396865
BLZ,1966,44405596.034382
BLZ,1967,47379308.7867437
BLZ,1968,44910180.7948118
BLZ,1969,47305390.4372017
BLZ,1970,53233534.3021169
BLZ,1971,59207317.5896141
BLZ,1972,66062499.015592
BLZ,1973,78343558.5113933
BLZ,1974,103216371.966438
BLZ,1975,118066302.075032
BLZ,1976,96905828.767564
BLZ,1977,117650000
BLZ,1978,136300000
BLZ,1979,151800000
BLZ,1980,194750000
BLZ,1981,192900000
BLZ,1982,179250000
BLZ,1983,189000000
BLZ,1984,210900000
BLZ,1985,209150000
BLZ,1986,227850000
BLZ,1987,276550016
BLZ,1988,314900000
BLZ,1989,363150016
BLZ,1990,413049984
BLZ,1991,444720726.464896
BLZ,1992,518143678.48592
BLZ,1993,559759653.31007
BLZ,1994,580760211.263175
BLZ,1995,620031771.857715
BLZ,1996,641271333.36313
BLZ,1997,654198121.10579
BLZ,1998,688872472.724825
BLZ,1999,732607993.768985
BLZ,2000,831750000
BLZ,2001,871840755.396765
BLZ,2002,932676403.181055
BLZ,2003,990350000
BLZ,2004,1057850000
BLZ,2005,1114200000
BLZ,2006,1217450000
BLZ,2007,1290550000
BLZ,2008,1369600000
BLZ,2009,1338500000
BLZ,2010,1397900000
BLZ,2011,1493100000
BMU,1960,84466654.0801544
BMU,1961,89249986.7007156
BMU,1962,94149985.9705588
BMU,1963,96366652.3069165
BMU,1964,107566650.637987
BMU,1965,114339048.962736
BMU,1966,134173373.782802
BMU,1967,155102984.621576
BMU,1968,150000000
BMU,1969,164900000
BMU,1970,186300000
BMU,1971,211100000
BMU,1972,235400000
BMU,1973,269500000
BMU,1974,312600000
BMU,1975,345000000
BMU,1976,386300000
BMU,1977,447000000
BMU,1978,475800000
BMU,1979,517200000
BMU,1980,613299968
BMU,1981,739100032
BMU,1982,785500032
BMU,1983,889400000
BMU,1984,985699968
BMU,1985,1039500032
BMU,1986,1173500032
BMU,1987,1296499968
BMU,1988,1415100032
